timestamp,open,high,low,close,volume
2025-05-30 10:30:00,33.387,33.863,33.283,33.549,74998.2
2025-05-30 10:45:00,33.546,33.618,33.232,33.421,64407.89
2025-05-30 11:00:00,33.427,33.492,33.013,33.054,43546.33
2025-05-30 11:15:00,33.043,33.134,32.633,32.657,68707.02
2025-05-30 11:30:00,32.659,32.897,32.584,32.756,41319.09
2025-05-30 11:45:00,32.756,33.107,32.756,32.987,38926.87
2025-05-30 12:00:00,32.988,33.324,32.684,32.693,98912.28
2025-05-30 12:15:00,32.694,33.061,32.634,32.784,62975.78
2025-05-30 12:30:00,32.784,33.419,32.751,33.358,67271.39
2025-05-30 12:45:00,33.358,33.573,33.312,33.379,86848.42
2025-05-30 13:00:00,33.38,33.673,32.92,33.081,88322.33
2025-05-30 13:15:00,33.079,33.1,32.767,32.785,49064.98
2025-05-30 13:30:00,32.784,32.939,32.517,32.754,57643.31
2025-05-30 13:45:00,32.759,32.984,32.365,32.378,62828.15
2025-05-30 14:00:00,32.378,32.609,32.273,32.329,52135.78
2025-05-30 14:15:00,32.329,32.461,31.774,31.853,68920.61
2025-05-30 14:30:00,31.853,32.114,31.394,31.607,90931.43
2025-05-30 14:45:00,31.602,31.85,31.369,31.789,115802.24
2025-05-30 15:00:00,31.788,32.6,31.695,32.516,103848.91
2025-05-30 15:15:00,32.514,32.785,32.059,32.726,101328.5
2025-05-30 15:30:00,32.724,32.772,32.4,32.676,61989.94
2025-05-30 15:45:00,32.673,32.705,32.347,32.514,45623.2
2025-05-30 16:00:00,32.518,32.84,32.507,32.645,55244.4
2025-05-30 16:15:00,32.643,32.729,32.071,32.114,89738.68
2025-05-30 16:30:00,32.109,32.623,31.713,32.524,181313.91
2025-05-30 16:45:00,32.524,32.618,31.972,32.4,144944.94
2025-05-30 17:00:00,32.408,33.03,32.248,32.836,108520.17
2025-05-30 17:15:00,32.833,33.213,32.667,32.764,82961.4
2025-05-30 17:30:00,32.764,33.039,32.653,32.772,66616.17
2025-05-30 17:45:00,32.775,33.155,32.634,33.099,71445.72
2025-05-30 18:00:00,33.098,33.498,33.057,33.374,51023.03
2025-05-30 18:15:00,33.374,34.103,33.36,34.021,129046.86
2025-05-30 18:30:00,34.026,34.035,33.5,33.5,121476.76
2025-05-30 18:45:00,33.501,34.212,33.501,34.201,66237.93
2025-05-30 19:00:00,34.202,34.322,33.852,34.136,114566.73
2025-05-30 19:15:00,34.134,34.348,34.105,34.179,90052.84
2025-05-30 19:30:00,34.18,34.253,33.729,33.806,78570.96
2025-05-30 19:45:00,33.791,33.794,33.363,33.386,53976.14
2025-05-30 20:00:00,33.386,33.711,33.27,33.272,56444.75
2025-05-30 20:15:00,33.276,33.654,33.2,33.231,51484.83
2025-05-30 20:30:00,33.228,33.817,33.22,33.691,54596.63
2025-05-30 20:45:00,33.699,33.788,33.115,33.13,64335.84
2025-05-30 21:00:00,33.13,33.384,33.018,33.35,41165.33
2025-05-30 21:15:00,33.362,33.617,33.283,33.507,52736.83
2025-05-30 21:30:00,33.507,33.782,33.488,33.496,33038.92
2025-05-30 21:45:00,33.501,33.589,33.322,33.538,30983.15
2025-05-30 22:00:00,33.542,33.661,33.322,33.605,37345.57
2025-05-30 22:15:00,33.6,33.638,33.182,33.184,44718.81
2025-05-30 22:30:00,33.19,33.232,32.624,32.63,72719.21
2025-05-30 22:45:00,32.631,32.832,32.127,32.289,63990.44
2025-05-30 23:00:00,32.293,32.659,32.059,32.43,74020.19
2025-05-30 23:15:00,32.427,32.609,31.998,32.205,52514.98
2025-05-30 23:30:00,32.208,32.559,32.201,32.44,46040.72
2025-05-30 23:45:00,32.442,32.84,32.442,32.816,38001.08
2025-05-31 00:00:00,32.83,33.538,32.764,33.226,130057.95
2025-05-31 00:15:00,33.229,33.3,32.766,33.0,109701.03
2025-05-31 00:30:00,32.997,33.663,32.964,33.43,70791.48
2025-05-31 00:45:00,33.422,33.55,32.926,32.98,74260.11
2025-05-31 01:00:00,32.991,33.011,32.512,32.823,112803.49
2025-05-31 01:15:00,32.824,33.08,32.527,32.565,72992.68
2025-05-31 01:30:00,32.567,32.88,32.292,32.556,85598.13
2025-05-31 01:45:00,32.54,32.559,32.102,32.102,57881.24
2025-05-31 02:00:00,32.105,32.182,31.563,31.828,125298.0
2025-05-31 02:15:00,31.825,32.2,31.536,31.605,69329.95
2025-05-31 02:30:00,31.605,31.853,31.494,31.663,60178.83
2025-05-31 02:45:00,31.666,31.819,30.931,31.02,126846.93
2025-05-31 03:00:00,31.023,31.311,30.885,31.246,124402.87
2025-05-31 03:15:00,31.245,31.576,31.087,31.524,57732.76
2025-05-31 03:30:00,31.521,31.618,31.252,31.564,54083.8
2025-05-31 03:45:00,31.567,31.777,31.545,31.67,40769.77
2025-05-31 04:00:00,31.67,31.67,31.2,31.221,54274.74
2025-05-31 04:15:00,31.221,31.798,31.101,31.79,59117.68
2025-05-31 04:30:00,31.789,32.183,31.777,31.952,76557.94
2025-05-31 04:45:00,31.961,32.217,31.874,31.896,37101.81
2025-05-31 05:00:00,31.891,32.1,31.49,31.49,73520.8
