symbol,direction,entry_time,entry_price,exit_time,exit_price,pnl,pnl_percent,exit_reason,regime,score,duration_hours,entry_session,market_conditions
TONUSDT,short,2025-06-18 10:15:00,2.9233376,2025-06-18 20:40:00,2.9482140687999996,-0.503920877091713,-0.04465767143136661,stopped,early_trend,90,10.416666666666666,London Session,"{'atr_percentile': np.float64(66.0), 'adx_value': np.float64(35.18546250063811), 'ema_slope': np.float64(0.20969843293894916)}"
TAOUSDT,short,2025-06-19 17:30:00,347.90596,2025-06-19 18:05:00,353.47311999999994,-17.858755481999832,-1.7110711452025553,stopped,early_trend,92,0.5833333333333334,NY Session,"{'atr_percentile': np.float64(51.0), 'adx_value': np.float64(30.31611986468633), 'ema_slope': np.float64(0.026946138623522676)}"
ARBUSDT,short,2025-06-22 09:45:00,0.26786600000000005,2025-06-22 11:15:00,0.27215187999999996,-18.57445249720163,-1.7108889646315355,stopped,early_trend,90,1.5,London Session,"{'atr_percentile': np.float64(61.0), 'adx_value': np.float64(25.20903701801173), 'ema_slope': np.float64(0.1952083552569732)}"
ONDOUSDT,short,2025-06-21 18:35:00,0.7198399,2025-06-22 12:40:00,0.66617292,52.809331315041035,4.8713550122048,completed,early_trend,90,18.083333333333332,NY Session,"{'atr_percentile': np.float64(71.0), 'adx_value': np.float64(33.0562206363193), 'ema_slope': np.float64(0.10537678336044959)}"
AVAXUSDT,short,2025-06-22 20:30:00,15.806093,2025-06-22 20:50:00,16.059043,-21.03133488428434,-1.7112124090374417,stopped,early_trend,86,0.3333333333333333,NY Session,"{'atr_percentile': np.float64(57.99999999999999), 'adx_value': np.float64(25.426238618542495), 'ema_slope': np.float64(0.04495225423935609)}"
ONDOUSDT,short,2025-06-22 20:35:00,0.6354821,2025-06-22 20:50:00,0.6456550099999999,-21.030499804271496,-1.7116981596334286,stopped,early_trend,92,0.25,NY Session,"{'atr_percentile': np.float64(71.0), 'adx_value': np.float64(24.28379553851826), 'ema_slope': np.float64(0.056424589364082095)}"
POLUSDT,short,2025-06-22 20:35:00,0.16579706,2025-06-22 20:50:00,0.16844828,-21.033499364987705,-1.709954891238729,stopped,early_trend,86,0.25,NY Session,"{'atr_percentile': np.float64(57.99999999999999), 'adx_value': np.float64(25.66718838300492), 'ema_slope': np.float64(0.09612241900890516)}"
RENDERUSDT,short,2025-06-22 20:35:00,2.6706640000000004,2025-06-22 21:00:00,2.7134107,-21.030870871946075,-1.711482278751631,stopped,strong_trend,89,0.4166666666666667,NY Session,"{'atr_percentile': np.float64(70.0), 'adx_value': np.float64(33.79867919361139), 'ema_slope': np.float64(0.07174169775716718)}"
RENDERUSDT,short,2025-06-26 15:20:00,2.9975005,2025-06-26 20:30:00,3.0455425,-18.029351451149896,-1.713616850105603,stopped,early_trend,90,5.166666666666667,London Session + NY Session,"{'atr_percentile': np.float64(59.0), 'adx_value': np.float64(32.221736041365794), 'ema_slope': np.float64(0.18658976040171982)}"
AVAXUSDT,short,2025-06-26 14:00:00,17.224383500000002,2025-06-26 20:35:00,17.500483,-18.007088771074834,-1.713838852780985,stopped,early_trend,90,6.583333333333333,London Session + NY Session,"{'atr_percentile': np.float64(66.0), 'adx_value': np.float64(31.358276618431685), 'ema_slope': np.float64(0.11661933833562944)}"
HBARUSDT,short,2025-06-26 14:00:00,0.14413789500000002,2025-06-27 16:30:00,0.1464463,-18.060011890148143,-1.7124062393515498,stopped,early_trend,90,26.5,London Session + NY Session,"{'atr_percentile': np.float64(56.99999999999999), 'adx_value': np.float64(39.203244407516785), 'ema_slope': np.float64(0.14441882971981496)}"
VETUSDT,short,2025-07-01 20:35:00,0.0202788555,2025-07-02 05:15:00,0.020603582999999998,-17.50647145204333,-1.7121915049643535,stopped,early_trend,92,8.666666666666666,NY Session,"{'atr_percentile': np.float64(75.0), 'adx_value': np.float64(35.82233166211804), 'ema_slope': np.float64(0.05597925746055987)}"
ALGOUSDT,long,2025-07-11 13:15:00,0.2251125,2025-07-11 15:55:00,0.22522471858124998,4.594782689861775,0.5831728821128198,stopped,early_trend,100,2.6666666666666665,London Session + NY Session,"{'atr_percentile': np.float64(75.0), 'adx_value': np.float64(27.846440252360544), 'ema_slope': np.float64(0.13024279574222164)}"
DOTUSDT,long,2025-07-15 13:30:00,3.9269624999999997,2025-07-15 14:50:00,3.8642319,-17.29006528535991,-1.706554542346652,stopped,early_trend,92,1.3333333333333333,London Session + NY Session,"{'atr_percentile': np.float64(67.0), 'adx_value': np.float64(20.064593664800295), 'ema_slope': np.float64(0.08960146008863007)}"
DOTUSDT,long,2025-07-16 18:50:00,4.196097,2025-07-17 01:30:00,4.1290668,-17.114560581509902,-1.7065630296439667,stopped,early_trend,92,6.666666666666667,NY Session,"{'atr_percentile': np.float64(63.0), 'adx_value': np.float64(26.89955934428142), 'ema_slope': np.float64(0.04032251330360819)}"
VETUSDT,long,2025-07-16 18:50:00,0.025516751999999997,2025-07-17 01:30:00,0.025300050623999995,-0.4489429068359563,-0.04470713507244246,stopped,early_trend,92,6.666666666666667,NY Session,"{'atr_percentile': np.float64(67.0), 'adx_value': np.float64(24.716460378103335), 'ema_slope': np.float64(0.06726431944024508)}"
AVAXUSDT,long,2025-07-16 19:00:00,22.5502695,2025-07-17 01:45:00,22.189788,-16.943895391499947,-1.7076892656426959,stopped,early_trend,92,6.75,NY Session,"{'atr_percentile': np.float64(61.0), 'adx_value': np.float64(21.0642987538076), 'ema_slope': np.float64(0.06868299847300065)}"
