symbol,direction,entry_time,entry_price,exit_time,exit_price,pnl,pnl_percent,exit_reason,regime,score,duration_hours
SUIUSDT,long,2026-01-03 06:30:00,1.67333625,2026-01-03 06:45:00,1.6467516,-20.48411348691749,-1.6978475376661437,stopped,trending,85,0.25
SUIUSDT,long,2026-01-03 10:10:00,1.64152035,2026-01-03 20:05:00,1.642338647894475,-0.7053067318179583,-0.06017741749999556,stopped,trending,88,9.916666666666666
BTCUSDT,long,2026-01-03 18:40:00,90148.55175,2026-01-03 20:45:00,90193.49080304737,-54.249070356800424,-0.0601774174999993,stopped,trending,85,2.0833333333333335
APTUSDT,long,2026-01-03 17:05:00,1.8968479499999997,2026-01-03 21:00:00,1.8977935287030747,-1.192840445171228,-0.06017741750000054,stopped,trending,85,3.9166666666666665
LINKUSDT,long,2026-01-04 13:00:00,13.438716,2026-01-04 15:50:00,13.445415199925998,-1.3343669186035063,-0.06017741750001,stopped,trending,92,2.8333333333333335
SUIUSDT,long,2026-01-04 18:30:00,1.7186588999999999,2026-01-04 19:05:00,1.6941042,-19.98238009697994,-1.5379270258339177,stopped,trending,92,0.5833333333333334
AVAXUSDT,long,2026-01-04 13:45:00,14.1060495,2026-01-04 21:00:00,14.11308136567575,-1.0950366627478036,-0.06017741749999227,stopped,trending,94,7.25
ZECUSDT,long,2026-01-06 10:25:00,509.71473,2026-01-06 12:35:00,509.968822792905,-0.6134663222621984,-0.06017741750000029,stopped,trending,92,2.1666666666666665
SUIUSDT,long,2026-01-06 13:35:00,1.98609255,2026-01-06 14:50:00,1.9503477,-19.18240542157497,-1.9087676522174124,stopped,trending,91,1.25
ZECUSDT,long,2026-01-06 13:15:00,518.028885,2026-01-06 15:40:00,509.24025,-18.707266048499882,-1.8056199750811082,stopped,trending,90,2.4166666666666665
VETUSDT,long,2026-01-06 14:55:00,0.013001497499999999,2026-01-06 15:40:00,0.012812175,-19.522454386489347,-1.565358297188446,stopped,trending,92,0.75
RENDERUSDT,long,2026-01-06 06:20:00,2.3661825000000003,2026-01-06 16:45:00,2.3673620419762504,12.339796264729436,2.84976246259879,stopped,trending,92,10.416666666666666
ADAUSDT,long,2026-01-07 09:05:00,0.41730855,2026-01-07 09:30:00,0.41160798,-19.43598870686555,-1.475281081947642,stopped,trending,92,0.4166666666666667
DOGEUSDT,long,2026-01-07 09:10:00,0.150885405,2026-01-07 09:40:00,0.14848137,-19.015987834428742,-1.7024090078493668,stopped,trending,92,0.5
TAOUSDT,long,2026-01-07 17:15:00,271.705785,2026-01-07 23:00:00,268.07165999999995,-15.724010379000159,-1.4467864917745643,stopped,trending,90,5.75
TONUSDT,long,2026-01-08 12:10:00,1.8383186999999999,2026-01-08 14:20:00,1.8162819000000001,-19.261511094329794,-1.3080882183268738,stopped,trending,95,2.1666666666666665
XMRUSDT,long,2026-01-08 11:35:00,453.43660499999993,2026-01-08 23:40:00,452.98316839499995,19.306139646653257,2.128868670258024,stopped,trending,90,12.083333333333334
POLUSDT,long,2026-01-09 01:35:00,0.137838885,2026-01-09 06:40:00,0.147736095,34.36209772519133,4.3812259451496685,completed,trending,92,5.083333333333333
SOLUSDT,long,2026-01-09 07:15:00,140.13003,2026-01-09 08:00:00,138.80106,-19.27096729349998,-1.0578618298304785,stopped,trending,93,0.75
TAOUSDT,long,2026-01-09 12:10:00,283.38162,2026-01-09 18:15:00,280.79473419,5.34090320504325,0.6282344875958257,stopped,trending,92,6.083333333333333
POLUSDT,long,2026-01-09 15:00:00,0.150145035,2026-01-10 06:25:00,0.167925995,35.14053273425886,7.311587665136576,completed,trending,92,15.416666666666666
XMRUSDT,long,2026-01-10 07:05:00,454.457115,2026-01-10 10:10:00,454.6836618718275,-0.8204416663559891,-0.060177417499998075,stopped,trending,92,3.0833333333333335
SUIUSDT,long,2026-01-09 15:40:00,1.8178084499999998,2026-01-10 22:55:00,1.7793188999999998,-18.00824666891249,-2.226195507150381,stopped,high_volatility,94,31.25
POLUSDT,long,2026-01-10 13:45:00,0.17552772,2026-01-11 00:55:00,0.17561522056842,11.996447459059764,2.5568661042846625,stopped,trending,92,11.166666666666666
XMRUSDT,long,2026-01-10 14:15:00,462.73125,2026-01-11 02:10:00,479.68004,30.16249255552507,2.1727869438632084,completed,trending,91,11.916666666666666
RENDERUSDT,long,2026-01-11 13:00:00,2.4172079999999996,2026-01-11 18:05:00,2.6290847999999998,36.014001455645385,5.378703267912837,completed,trending,92,5.083333333333333
TAOUSDT,long,2026-01-11 13:30:00,285.132495,2026-01-11 20:15:00,284.847362505,19.988313659747238,1.4020368783114137,stopped,trending,92,6.75
XMRUSDT,long,2026-01-11 11:45:00,497.04839999999996,2026-01-11 21:15:00,525.7270050000001,34.75272824145015,3.4959098793447634,completed,trending,92,9.5
ONDOUSDT,short,2026-01-11 23:05:00,0.3940029,2026-01-11 23:20:00,0.39917877999999996,-23.152900592098266,-1.424387973794093,stopped,trending,86,0.25
HYPEUSDT,short,2026-01-11 22:20:00,24.383802000000003,2026-01-12 01:00:00,24.611586999999997,-24.706253314357536,-1.0446790207285708,stopped,trending,94,2.6666666666666665
UNIUSDT,short,2026-01-11 23:10:00,5.4312830000000005,2026-01-12 01:00:00,5.492587099999999,-23.76673379210345,-1.2393430531054688,stopped,trending,92,1.8333333333333333
AVAXUSDT,long,2026-01-12 00:00:00,13.680836999999999,2026-01-12 03:15:00,14.152920000000002,39.691231438781614,2.0383357368595334,completed,trending,88,3.25
