symbol,direction,entry_time,entry_price,exit_time,exit_price,pnl,pnl_percent,exit_reason,regime,score,duration_hours
VETUSDT,long,2025-01-17 04:15:00,0.0532075905,2025-01-17 05:30:00,0.05725136,42.492692769996225,4.646338347749471,completed,trending,91,1.25
DOGEUSDT,long,2025-01-17 04:00:00,0.38563272,2025-01-17 08:15:00,0.403708045,41.596375121528986,2.816750355908601,completed,trending,85,4.25
VETUSDT,long,2025-01-17 06:25:00,0.056640306,2025-01-17 08:15:00,0.0550449,-21.970108644095443,-2.9251834608732525,stopped,trending,86,1.8333333333333333
FILUSDT,long,2025-01-17 04:45:00,5.878938,2025-01-17 12:00:00,5.780214,-22.625090592248817,-1.7883592852994845,stopped,trending,87,7.25
AVAXUSDT,long,2025-01-17 08:15:00,41.150565,2025-01-17 15:05:00,41.1710785566525,-0.7181370718060209,-0.06017741749999275,stopped,trending,89,6.833333333333333
BTCUSDT,long,2025-01-17 12:00:00,102331.24005,2025-01-17 16:10:00,104226.92047,1059.3568825581144,1.0352233414160747,completed,trending,87,4.166666666666667
LINKUSDT,long,2025-01-17 05:00:00,23.738863499999997,2025-01-17 20:40:00,24.9645115,41.82083663512023,3.1170126885602776,completed,trending,91,15.666666666666666
DOGEUSDT,long,2025-01-18 03:10:00,0.42595287,2025-01-18 03:25:00,0.41804154,-31.58411203606048,-1.9663036723992482,stopped,trending,91,0.25
SOLUSDT,long,2025-01-18 03:40:00,221.9109,2025-01-18 06:15:00,233.92298,43.56060856110006,3.271629030773166,completed,high_volatility,92,2.5833333333333335
ZECUSDT,short,2025-01-18 06:15:00,51.544215,2025-01-18 09:00:00,52.61155899999999,-30.36500124389977,-2.181873709202849,stopped,trending,85,2.75
ETHUSDT,short,2025-01-18 06:15:00,3325.45644,2025-01-18 15:15:00,3323.7887235953394,30.83890398709166,0.9273585308816031,stopped,trending,86,9.0
SOLUSDT,long,2025-01-18 09:05:00,238.63926,2025-01-18 16:00:00,261.42922000000004,56.03544297750007,5.8703084917272275,completed,trending,88,6.916666666666667
JUPUSDT,long,2025-01-18 16:00:00,1.0956475499999998,2025-01-18 16:35:00,1.024974,-29.741715226934897,-6.556843197659664,stopped,trending,87,0.5833333333333334
XLMUSDT,long,2025-01-18 16:35:00,0.47223599999999993,2025-01-18 17:50:00,0.47247140964599993,-0.8173000386820557,-0.06017741750000096,stopped,trending,90,1.25
SEIUSDT,short,2025-01-18 17:50:00,0.38810585,2025-01-19 00:20:00,0.39647607999999995,-31.563075720538922,-2.267873586935105,stopped,trending,93,6.5
TONUSDT,short,2025-01-18 15:15:00,5.30164785,2025-01-19 01:05:00,5.336505098925,9.467645287942254,0.3720401953242964,stopped,trending,92,9.833333333333334
ARBUSDT,short,2025-01-18 05:00:00,0.7922037000000001,2025-01-19 02:35:00,0.7929959037,39.50828359728322,2.7104005269595497,stopped,trending,88,21.583333333333332
APTUSDT,short,2025-01-18 05:00:00,9.4978487,2025-01-19 02:40:00,9.5073465487,38.88951930139338,2.14374912814093,stopped,trending,94,21.666666666666668
AVAXUSDT,short,2025-01-19 12:20:00,37.085448,2025-01-19 14:00:00,37.921884,-17.553800651999982,-2.3666696236216405,stopped,trending,89,1.6666666666666667
LINKUSDT,long,2025-01-19 12:20:00,22.745367,2025-01-19 14:35:00,24.7046415,33.64328278961999,5.282595853102742,completed,trending,86,2.25
ADAUSDT,long,2025-01-19 15:15:00,1.07263605,2025-01-19 19:55:00,1.073170759070925,-0.4344111856451458,-0.060177417500009406,stopped,trending,96,4.666666666666667
HBARUSDT,long,2025-01-19 17:10:00,0.34927455,2025-01-19 21:25:00,0.344632297725,13.802125060357975,1.0449185394414247,stopped,trending,89,4.25
ARBUSDT,short,2025-01-19 20:00:00,0.7818089,2025-01-19 21:30:00,0.747563595,60.71799341631593,2.6264278575077684,completed,trending,85,1.5
UNIUSDT,long,2025-01-19 16:00:00,14.156074499999999,2025-01-19 21:40:00,13.776209999999999,-35.09111237587023,-2.791926931968323,stopped,trending,85,5.666666666666667
LTCUSDT,long,2025-01-19 14:15:00,122.04099,2025-01-19 21:45:00,118.89099,-16.412562944999955,-2.6896804008227004,stopped,trending,87,7.5
