symbol,direction,entry_time,entry_price,exit_time,exit_price,pnl,pnl_percent,exit_reason,regime,score,duration_hours
VETUSDT,long,2025-01-17 04:15:00,0.0532075905,2025-01-17 05:30:00,0.05725136,42.989406607143906,4.701623265808294,completed,trending,91,1.25
DOGEUSDT,long,2025-01-17 04:00:00,0.38563272,2025-01-17 08:15:00,0.403708045,42.40549643254073,2.871541013366298,completed,trending,85,4.25
VETUSDT,long,2025-01-17 06:25:00,0.056640306,2025-01-17 08:15:00,0.0550449,-21.563361479723596,-2.871943978692489,stopped,trending,86,1.8333333333333333
FILUSDT,long,2025-01-17 04:45:00,5.878938,2025-01-17 12:00:00,5.780214,-22.10084368947873,-1.7348126916800248,stopped,trending,87,7.25
SOLUSDT,long,2025-01-17 15:05:00,220.10999999999999,2025-01-17 15:25:00,216.76301999999998,-20.815826673600014,-1.576168481940849,stopped,trending,88,0.3333333333333333
BTCUSDT,long,2025-01-17 12:00:00,102331.24005,2025-01-17 16:10:00,104226.92047,1114.9323450477746,1.089532721877511,completed,trending,87,4.166666666666667
LINKUSDT,long,2025-01-17 05:00:00,23.738863499999997,2025-01-17 20:40:00,24.9645115,42.84649422624526,3.171884461461284,completed,trending,91,15.666666666666666
BTCUSDT,long,2025-01-17 19:30:00,105148.548,2025-01-17 22:45:00,104087.23856999999,-1119.8954502396084,-1.0650603090017072,stopped,trending,89,3.25
LINKUSDT,long,2025-01-17 22:45:00,25.0215045,2025-01-18 03:20:00,24.78544199775,7.664185048168584,0.7123347102701835,stopped,trending,93,4.583333333333333
DOGEUSDT,long,2025-01-18 01:30:00,0.42607293,2025-01-18 03:25:00,0.41736222,-20.11256790081602,-2.099845170168405,stopped,trending,93,1.9166666666666667
SOLUSDT,long,2025-01-18 03:40:00,221.9109,2025-01-18 06:15:00,233.92298,29.527842251040042,3.326542573059733,completed,high_volatility,92,2.5833333333333335
ZECUSDT,short,2025-01-18 06:15:00,51.544215,2025-01-18 09:00:00,52.61155899999999,-19.737137100959846,-2.127314610805483,stopped,trending,85,2.75
SOLUSDT,long,2025-01-18 09:05:00,238.63926,2025-01-18 16:00:00,261.42922000000004,28.283162667000028,5.925924063584514,completed,trending,88,6.916666666666667
JUPUSDT,long,2025-01-18 16:00:00,1.0956475499999998,2025-01-18 16:35:00,1.024974,-19.954850729519933,-6.504584803206083,stopped,trending,87,0.5833333333333334
SEIUSDT,short,2025-01-18 17:50:00,0.38810585,2025-01-19 00:20:00,0.39647607999999995,-20.98515731339715,-2.213291281334713,stopped,trending,93,6.5
TONUSDT,short,2025-01-18 15:15:00,5.30164785,2025-01-19 01:05:00,5.336505098925,7.3611629698203025,0.4259101160151788,stopped,trending,92,9.833333333333334
ARBUSDT,short,2025-01-18 05:00:00,0.7922037000000001,2025-01-19 02:35:00,0.7929959037,26.644576769371263,2.7636394374165194,stopped,trending,88,21.583333333333332
APTUSDT,short,2025-01-18 05:00:00,9.4978487,2025-01-19 02:40:00,9.5073465487,26.293821522226576,2.197140950374103,stopped,trending,94,21.666666666666668
ADAUSDT,long,2025-01-19 02:35:00,1.1341667999999998,2025-01-19 03:05:00,1.1114874000000001,-20.767591209815716,-2.0550930582697085,stopped,trending,96,0.5
DOGEUSDT,long,2025-01-19 02:55:00,0.406203,2025-01-19 04:00:00,0.39889071,-20.962388860102795,-1.8556525281201761,stopped,trending,85,1.0833333333333333
VETUSDT,long,2025-01-19 03:10:00,0.053716845,2025-01-19 04:10:00,0.052628319,-20.55999414523919,-2.081847223007977,stopped,trending,87,1.0
ZECUSDT,short,2025-01-19 08:30:00,49.125425,2025-01-19 13:55:00,49.64280571249999,4.440723225512803,0.821778358986726,stopped,trending,88,5.416666666666667
UNIUSDT,short,2025-01-19 08:15:00,13.684154500000002,2025-01-19 14:00:00,13.6978386545,14.543619692770033,2.4716449509931326,stopped,trending,87,5.75
HBARUSDT,long,2025-01-19 17:10:00,0.34927455,2025-01-19 21:25:00,0.344632297725,9.351781272053582,1.099230539046857,stopped,trending,89,4.25
ARBUSDT,short,2025-01-19 20:00:00,0.7818089,2025-01-19 21:30:00,0.747563595,40.182196746643655,2.6796894281224026,completed,trending,85,1.5
UNIUSDT,long,2025-01-19 16:00:00,14.156074499999999,2025-01-19 21:40:00,13.776209999999999,-22.172716469885202,-2.7386514507252704,stopped,trending,85,5.666666666666667
LTCUSDT,long,2025-01-19 14:15:00,122.04099,2025-01-19 21:45:00,118.89099,-9.652382863199973,-2.6363772978242728,stopped,trending,87,7.5
TONUSDT,short,2025-01-19 22:00:00,4.9297339000000004,2025-01-20 02:25:00,4.98009206695,8.138562115650192,0.7899105586942068,stopped,trending,87,4.416666666666667
ZECUSDT,short,2025-01-19 22:00:00,47.406285000000004,2025-01-20 06:40:00,48.831782999999994,-18.881780567519876,-3.0638229910654045,stopped,trending,87,8.666666666666666
POLUSDT,short,2025-01-19 22:00:00,0.452963405,2025-01-20 06:40:00,0.4593455892024999,8.551552472397395,1.1777370181950337,stopped,trending,87,8.666666666666666
BTCUSDT,long,2025-01-20 07:55:00,107232.3894,2025-01-20 15:55:00,104788.83627,-22.718996427323848,-2.334107341254116,stopped,trending,86,8.0
HBARUSDT,long,2025-01-20 07:15:00,0.365472645,2025-01-20 16:10:00,0.35142821999999996,-22.090296093785586,-3.897735558895256,stopped,trending,87,8.916666666666666
XRPUSDT,long,2025-01-20 07:20:00,3.2066025,2025-01-20 17:05:00,3.15479329875,9.698644871864836,1.3861197418506115,stopped,trending,88,9.75
XLMUSDT,long,2025-01-20 07:30:00,0.46552264499999996,2025-01-20 17:05:00,0.45021933000000003,-22.240633711351073,-3.342420163685041,stopped,trending,89,9.583333333333334
BNBUSDT,short,2025-01-20 17:15:00,685.4970800000001,2025-01-21 11:40:00,690.6985485399999,7.234114627209074,0.5276546639125781,stopped,trending,86,18.416666666666668
DOTUSDT,short,2025-01-20 17:15:00,6.4597685,2025-01-21 12:15:00,6.565393084249999,8.429540672152099,1.4031496992687176,stopped,trending,93,19.0
VETUSDT,long,2025-01-22 01:45:00,0.051195584999999995,2025-01-22 08:25:00,0.049746204,-22.42811039709484,-2.886273691217695,stopped,trending,92,6.666666666666667
BTCUSDT,long,2025-01-21 16:15:00,106232.08949999999,2025-01-22 13:35:00,104465.76965999999,-23.16507571800783,-1.7182333974187682,stopped,trending,87,21.333333333333332
QNTUSDT,long,2025-01-22 12:35:00,117.90892499999998,2025-01-22 14:50:00,115.97391,-20.005021937999786,-1.6966503543306657,stopped,trending,86,2.25
DOGEUSDT,long,2025-01-21 14:30:00,0.37086534,2025-01-23 02:00:00,0.35423541000000003,-21.80882445623321,-4.538832938661769,stopped,trending,88,35.5
POLUSDT,short,2025-01-23 02:20:00,0.434492645,2025-01-23 03:35:00,0.44029985999999993,-21.206757782505324,-1.392925052022439,stopped,trending,85,1.25
UNIUSDT,short,2025-01-22 20:10:00,13.0804565,2025-01-23 09:50:00,12.472233,39.12201730269012,2.8484528883070794,completed,trending,85,13.666666666666666
FILUSDT,short,2025-01-22 14:35:00,5.0984495,2025-01-23 13:15:00,4.8634305,39.59199008968512,2.823816790838086,completed,trending,86,22.666666666666668
DOTUSDT,short,2025-01-23 13:15:00,6.2418775,2025-01-23 13:35:00,6.3241178,-24.045798643426426,-1.373926013190736,stopped,trending,86,0.3333333333333333
TAOUSDT,short,2025-01-23 09:50:00,384.177815,2025-01-23 14:30:00,391.10070999999994,-14.279945973999853,-1.8585073651376582,stopped,trending,87,4.666666666666667
RENDERUSDT,short,2025-01-23 13:35:00,6.8155905,2025-01-23 14:30:00,6.927520599999999,-23.205754591872548,-1.6987254605158497,stopped,trending,87,0.9166666666666666
ETHUSDT,short,2025-01-22 21:00:00,3247.8952400000003,2025-01-23 14:35:00,3266.61096762,11.204195279533558,0.344967877705734,stopped,trending,85,17.583333333333332
QNTUSDT,long,2025-01-24 15:25:00,113.57676,2025-01-24 17:10:00,111.45842999999999,-22.676009376947942,-1.9205864414515785,stopped,trending,89,1.75
BTCUSDT,long,2025-01-24 08:00:00,104943.0453,2025-01-24 20:35:00,104838.1022547,27.733526669927453,1.0390916268247163,stopped,trending,93,12.583333333333334
AAVEUSDT,long,2025-01-24 07:20:00,350.01491999999996,2025-01-24 20:45:00,341.76789,-21.96589197312337,-2.411534110260197,stopped,trending,93,13.416666666666666
LTCUSDT,long,2025-01-24 21:50:00,118.95945,2025-01-25 13:20:00,126.706615,28.689835895639998,4.019553987463794,completed,high_volatility,91,15.5
SEIUSDT,short,2025-01-25 16:30:00,0.34542720000000005,2025-01-25 18:05:00,0.35015980999999996,-24.303823066572026,-1.426458125706347,stopped,trending,90,1.5833333333333333
