symbol,direction,entry_time,entry_price,exit_time,exit_price,pnl,pnl_percent,exit_reason,regime,score,duration_hours,entry_session
ZECUSDT,long,2025-06-03 04:05:00,54.72735,2025-06-03 06:15:00,53.89605,-20.493986009999972,-1.6281491247063833,stopped,trending,94,2.1666666666666665,Asian Session
QNTUSDT,long,2025-06-03 18:20:00,114.13704,2025-06-03 21:10:00,112.30758,-19.540045409999976,-1.7119810895744252,stopped,trending,88,2.8333333333333335,NY Session
ZECUSDT,long,2025-06-03 21:45:00,55.04751,2025-06-04 00:35:00,53.809137,-18.17541818190004,-2.3584066851525214,stopped,trending,92,2.8333333333333335,NY Session
ADAUSDT,short,2025-06-03 20:30:00,0.67995985,2025-06-04 00:50:00,0.68864796,-21.015319401782815,-1.3884414345199818,stopped,trending,87,4.333333333333333,NY Session
SUIUSDT,short,2025-06-03 22:50:00,3.25487175,2025-06-04 08:00:00,3.2532394318173745,-0.7827514728843962,-0.05982241749998659,stopped,trending,92,9.166666666666666,Off-Hours
FILUSDT,short,2025-06-04 22:05:00,2.570714,2025-06-05 02:35:00,2.6034007999999997,-20.39569124235975,-1.38220599957831,stopped,trending,92,4.5,Off-Hours
APTUSDT,short,2025-06-04 21:30:00,4.8031972000000005,2025-06-05 06:20:00,4.8007883966042,-0.8562698273348741,-0.05982241749998921,stopped,trending,92,8.833333333333334,NY Session
LTCUSDT,short,2025-06-05 07:30:00,87.67614,2025-06-05 11:30:00,87.63217041578999,-1.3636996494853328,-0.059822417499979644,stopped,trending,91,4.0,Asian Session
ADAUSDT,short,2025-06-05 10:15:00,0.67936015,2025-06-05 12:15:00,0.6854747899999999,-21.60509663589849,-1.0105537124895885,stopped,trending,90,2.0,London Session
SOLUSDT,short,2025-06-04 22:15:00,154.47272500000003,2025-06-05 14:15:00,149.064495,35.267642519175304,2.0755439641043605,completed,trending,93,16.0,Off-Hours
HBARUSDT,short,2025-06-06 07:55:00,0.16366812500000003,2025-06-06 09:20:00,0.16525508999999997,-21.384189004751278,-1.080157036228001,stopped,trending,91,1.4166666666666667,Asian Session
TAOUSDT,short,2025-06-06 12:35:00,370.07487000000003,2025-06-06 16:20:00,377.42704999999995,-15.526612111999839,-2.097766340092187,stopped,high_volatility,91,3.75,London Session
SOLUSDT,short,2025-06-06 15:15:00,151.25433500000003,2025-06-07 05:40:00,151.405589335,21.687865322730016,1.3035157770837993,stopped,trending,95,14.416666666666666,London Session + NY Session
XLMUSDT,short,2025-06-06 16:00:00,0.26478754,2025-06-07 05:40:00,0.26485353829434494,9.219773491945794,0.38133297706213465,stopped,trending,90,13.666666666666666,London Session + NY Session
JUPUSDT,short,2025-06-07 12:00:00,0.46796590000000005,2025-06-07 12:40:00,0.4714709999999999,-22.72311516674928,-0.8594195207385564,stopped,trending,91,0.6666666666666666,London Session
QNTUSDT,long,2025-06-09 00:15:00,119.06950499999999,2025-06-09 02:30:00,117.86202,-20.06696008124987,-1.123543210119158,stopped,trending,94,2.25,Asian Session
DOGEUSDT,short,2025-06-09 05:15:00,0.1815092,2025-06-09 09:30:00,0.18320301999999997,-21.014709221052524,-1.0437001105177903,stopped,trending,92,4.25,Asian Session
LINKUSDT,short,2025-06-09 01:15:00,13.7221355,2025-06-09 09:35:00,13.715253849046748,10.664124727655608,0.5799608986198894,stopped,trending,92,8.333333333333334,Asian Session
UNIUSDT,long,2025-06-10 09:45:00,7.199597999999999,2025-06-10 11:35:00,7.6965498000000006,35.13920709000316,4.207515461998732,completed,trending,93,1.8333333333333333,London Session
QNTUSDT,long,2025-06-10 12:20:00,123.31162499999999,2025-06-10 14:25:00,122.11857168750001,3.641310059001638,0.421847616788724,stopped,high_volatility,90,2.0833333333333335,London Session
AAVEUSDT,long,2025-06-10 13:30:00,312.06595500000003,2025-06-10 15:30:00,303.74595,-17.317403095500076,-2.7746383125163514,stopped,trending,92,2.0,London Session + NY Session
ZECUSDT,long,2025-06-10 15:35:00,52.056014999999995,2025-06-10 16:25:00,52.08196492347749,-0.5638673786474666,-0.0601774175000042,stopped,trending,92,0.8333333333333334,London Session + NY Session
UNIUSDT,long,2025-06-10 23:30:00,8.507251499999999,2025-06-11 01:15:00,8.272719,-18.038349799349888,-2.8653376919090556,stopped,trending,90,1.75,Off-Hours
TRXUSDT,long,2025-06-11 13:15:00,0.29188587,2025-06-11 14:10:00,0.29010959999999997,-23.550592590489273,-0.7182147969341661,stopped,trending,91,0.9166666666666666,London Session + NY Session
AAVEUSDT,long,2025-06-11 15:05:00,315.47765999999996,2025-06-11 17:50:00,308.55114000000003,-14.539471679999851,-2.304358362490684,stopped,trending,92,2.75,London Session + NY Session
ZECUSDT,long,2025-06-11 15:00:00,51.055515,2025-06-11 18:15:00,50.143806000000005,-18.3800039044499,-1.8947387496727726,stopped,trending,92,3.25,London Session + NY Session
UNIUSDT,long,2025-06-12 12:50:00,7.853924999999999,2025-06-12 13:25:00,7.857840181612499,-0.7089433856081251,-0.06017741750000796,stopped,trending,92,0.5833333333333334,London Session
XMRUSDT,short,2025-06-12 13:35:00,320.13985,2025-06-12 14:20:00,324.58426,-14.397024781499844,-1.4990349562854945,stopped,trending,92,0.75,London Session + NY Session
ETHUSDT,long,2025-06-12 13:20:00,2738.44854,2025-06-12 15:25:00,2739.81365659719,-1.6479276109383736,-0.06017741749999705,stopped,trending,90,2.0833333333333335,London Session + NY Session
AAVEUSDT,long,2025-06-12 15:20:00,299.04945,2025-06-12 19:45:00,296.722705275,4.427010458398229,0.4934535585333495,stopped,trending,92,4.416666666666667,London Session + NY Session
SUIUSDT,short,2025-06-14 15:15:00,2.9837074,2025-06-14 16:25:00,2.88854355,32.601561160311135,1.8774102350150095,completed,trending,90,1.1666666666666667,London Session + NY Session
FILUSDT,short,2025-06-14 17:05:00,2.4017985,2025-06-14 18:05:00,2.4289264999999998,-19.717602972499883,-1.2401081418778397,stopped,trending,92,1.0,NY Session
TAOUSDT,short,2025-06-14 18:10:00,360.15983,2025-06-14 22:05:00,365.88551999999993,-18.375044827499785,-1.700638003549682,stopped,trending,92,3.9166666666666665,NY Session
SOLUSDT,short,2025-06-14 15:15:00,145.06743,2025-06-15 00:15:00,145.21249742999998,19.38898701772343,0.8353437353978865,stopped,trending,97,9.0,London Session + NY Session
JUPUSDT,short,2025-06-14 07:25:00,0.41499240000000004,2025-06-15 04:30:00,0.4154073924,21.715291515939263,1.526457465862277,stopped,trending,91,21.083333333333332,Asian Session
VETUSDT,short,2025-06-15 06:15:00,0.022230879000000002,2025-06-15 11:05:00,0.02223642004659075,8.893455874911066,0.38584665755598846,stopped,trending,90,4.833333333333333,Asian Session
