symbol,direction,entry_time,entry_price,exit_time,exit_price,pnl,pnl_percent,exit_reason,regime,score,duration_hours,entry_session,atr_percentile,adx_value,ema_slope
AVAXUSDT,long,2023-10-07 06:05:00,11.267631,2023-10-07 06:50:00,10.728261000000002,-18.749903180399937,-4.894265179610499,stopped,strong_trend,85,0.75,Asian Session,99.0,53.10608866787785,0.07717058312346295
LINKUSDT,long,2023-10-22 03:30:00,9.1575765,2023-10-23 01:55:00,10.932531,44.72720246497958,12.853091031401728,completed,strong_trend,90,22.416666666666668,Asian Session,75.0,31.029437567761693,0.19529469752541007
AAVEUSDT,long,2023-10-23 00:50:00,79.089525,2023-10-26 14:30:00,79.010435475,20.783395000336505,6.5695789045188056,stopped,strong_trend,87,85.66666666666667,Asian Session,74.0,43.81532414432643,0.0881625412131604
FILUSDT,long,2023-10-23 22:45:00,3.8619299999999996,2023-10-26 14:35:00,3.6562400999999998,-14.687742548849991,-5.43316149062774,stopped,strong_trend,90,63.833333333333336,Off-Hours,99.0,62.99252835227345,0.40634006755878094
SOLUSDT,long,2023-10-21 13:00:00,29.092539,2023-10-30 09:05:00,35.09744250000001,43.824939879435064,13.694526433684617,completed,strong_trend,88,212.08333333333334,London Session + NY Session,94.0,58.96383703526327,0.10443453040373078
LINKUSDT,long,2023-10-30 10:05:00,11.373683999999999,2023-10-31 13:50:00,11.166164658,0.8088419388460251,0.1513089598248971,stopped,strong_trend,88,27.75,London Session,99.0,31.327210229465766,0.11923757035538196
SOLUSDT,long,2023-10-31 02:15:00,35.907945,2023-11-01 15:05:00,41.442268500000004,58.563288853800074,10.193302772861285,completed,strong_trend,88,36.833333333333336,Asian Session,74.0,35.180312851781416,0.11026396749955138
APTUSDT,long,2023-11-01 21:25:00,7.2036,2023-11-02 14:10:00,6.8338593,-19.62798773597997,-5.2398981428035905,stopped,strong_trend,85,16.75,NY Session,93.0,31.724130059532985,0.1577246249819009
AAVEUSDT,long,2023-11-02 05:15:00,99.00947999999998,2023-11-02 14:35:00,91.633275,-21.928920102353153,-7.555901228094508,stopped,strong_trend,88,9.333333333333334,Asian Session,99.0,44.95628418179489,0.2117637723952726
FILUSDT,long,2023-11-02 22:05:00,4.1070525,2023-11-03 01:15:00,3.9213747,-19.57962380088001,-4.628463720880123,stopped,strong_trend,88,3.1666666666666665,Off-Hours,99.0,46.90953088460185,0.20215918834606258
SOLUSDT,long,2023-11-02 18:30:00,39.93595799999999,2023-11-03 05:25:00,37.895067,-18.753282573749953,-5.217598795927207,stopped,strong_trend,87,10.916666666666666,NY Session,62.0,38.838380005265506,0.16848863630099034
AAVEUSDT,long,2023-11-09 05:20:00,107.143545,2023-11-09 15:25:00,101.88801,-10.741004710500018,-5.01243668505649,stopped,strong_trend,88,10.083333333333334,Asian Session,97.0,46.751357803860834,0.1548514290858701
ARBUSDT,long,2023-11-03 17:30:00,1.0006000499999999,2023-11-09 16:10:00,0.9995994499499998,33.32670866910415,6.728630903027478,stopped,strong_trend,88,142.66666666666666,NY Session,87.0,45.33376419375639,0.11499780315975025
SUIUSDT,long,2023-11-10 22:35:00,0.6055025999999999,2023-11-11 04:25:00,0.5710583699999999,-19.37041887049198,-5.7954067469735016,stopped,strong_trend,88,5.833333333333333,Off-Hours,98.0,45.72281323738064,0.26747276163269484
SOLUSDT,long,2023-11-10 11:15:00,49.159567499999994,2023-11-11 14:15:00,62.250859,60.93052899234003,17.706342279394555,completed,strong_trend,89,27.0,London Session,74.0,34.81302658585265,0.13488397063182414
DOGEUSDT,long,2023-11-11 07:35:00,0.07925961,2023-11-12 00:45:00,0.075853071,-19.4216751204471,-4.405586874008086,stopped,strong_trend,88,17.166666666666668,Asian Session,89.0,38.06192483065427,0.14128222556805717
ALGOUSDT,long,2023-11-12 09:30:00,0.14147069999999998,2023-11-13 14:45:00,0.13590396,-11.055399289778974,-4.042742463987234,stopped,strong_trend,88,29.25,London Session,99.0,39.12474963040594,0.14520216107443304
ADAUSDT,long,2023-11-02 20:20:00,0.3245622,2023-11-16 07:15:00,0.396371715,62.362749199077,14.689924708653686,completed,strong_trend,88,322.9166666666667,NY Session,94.0,35.48578650141209,0.19130671274093883
SUIUSDT,long,2023-11-15 12:10:00,0.59379675,2023-11-16 13:15:00,0.584937851625,0.5670259802796931,0.08405950155072046,stopped,strong_trend,85,25.083333333333332,London Session,35.0,33.80623411901877,0.11950793102993088
ADAUSDT,long,2023-11-16 09:30:00,0.40050014999999994,2023-11-16 13:15:00,0.38275686,-20.26410071138246,-4.537846329271029,stopped,strong_trend,88,3.75,London Session,99.0,38.86475653073916,0.043662577338754074
APTUSDT,long,2023-11-15 12:30:00,7.5207585,2023-11-16 19:05:00,7.39217967075,0.7385808531263462,0.12753978380652684,stopped,strong_trend,88,30.583333333333332,London Session,63.0,56.08726111921243,0.12056711058271702
AVAXUSDT,long,2023-11-15 09:45:00,19.154572499999997,2023-11-17 02:00:00,24.4947465,60.3826534958326,18.543461587944638,completed,strong_trend,88,40.25,London Session,74.0,46.97341413558053,0.1781218375260686
DOGEUSDT,long,2023-11-17 10:05:00,0.086153055,2023-11-17 14:05:00,0.081442476,-20.47415113875918,-5.574679321644493,stopped,strong_trend,92,4.0,London Session,91.0,42.92583612436872,0.1594219929565923
SUIUSDT,long,2023-11-30 01:15:00,0.6093044999999999,2023-11-30 08:15:00,0.59859805275,0.808536278033853,0.13722670998923236,stopped,strong_trend,88,7.0,Asian Session,99.0,38.5604925405396,0.17204232823409632
