symbol,direction,entry_time,entry_price,exit_time,exit_price,pnl,pnl_percent,exit_reason,regime,score,duration_hours,entry_session,atr_percentile,adx_value,ema_slope
AVAXUSDT,long,2023-10-07 06:05:00,11.267631,2023-10-07 06:15:00,10.955034,-19.164348479250016,-2.8827662687036906,stopped,strong_trend,85,0.16666666666666666,Asian Session,99.0,53.10608866787785,0.07717058312346295
SOLUSDT,long,2023-10-21 13:00:00,29.092539,2023-10-22 07:40:00,28.7195212305,1.6745627172322912,0.2877993421667822,stopped,strong_trend,88,18.666666666666668,London Session + NY Session,94.0,58.96383703526327,0.10443453040373078
LINKUSDT,long,2023-10-22 03:30:00,9.1575765,2023-10-22 07:40:00,9.1484189235,13.99032889907833,2.4640849695786504,stopped,strong_trend,90,4.166666666666667,Asian Session,75.0,31.029437567761693,0.19529469752541007
AAVEUSDT,long,2023-10-23 00:50:00,79.089525,2023-10-23 06:05:00,83.995981,21.134755463760087,3.340321531795786,completed,strong_trend,87,5.25,Asian Session,74.0,43.81532414432643,0.0881625412131604
SOLUSDT,long,2023-10-23 03:30:00,30.0480165,2023-10-23 09:30:00,29.66331524175,1.6406660468494003,0.28737618861138825,stopped,strong_trend,90,6.0,Asian Session,99.0,43.03123300302455,0.29378244722066305
APTUSDT,long,2023-10-22 08:35:00,5.918958,2023-10-23 09:45:00,5.913039042,10.225096315263741,3.926173367333076,stopped,strong_trend,88,25.166666666666668,Asian Session + London Session,99.0,38.15042685848823,0.16339413937728253
AVAXUSDT,long,2023-10-24 00:05:00,10.475235,2023-10-24 06:25:00,10.326280882499999,1.8449344066854572,0.34534007537599765,stopped,strong_trend,88,6.333333333333333,Asian Session,99.0,32.523565442745294,0.15544676378156966
DOGEUSDT,long,2023-10-23 23:10:00,0.06611304,2023-10-24 07:25:00,0.06604692696,14.128905598853468,2.005332675387344,stopped,strong_trend,88,8.25,Off-Hours,99.0,30.248498380682456,0.13979140505049362
FILUSDT,long,2023-10-23 22:45:00,3.8619299999999996,2023-10-24 15:25:00,3.800410785,1.9587403547899433,0.4123512940841899,stopped,strong_trend,90,16.666666666666668,Off-Hours,99.0,62.99252835227345,0.40634006755878094
QNTUSDT,long,2023-10-24 13:05:00,99.54974999999999,2023-10-24 15:30:00,97.72218,-15.488556491999955,-1.944826141200751,stopped,strong_trend,88,2.4166666666666665,London Session + NY Session,98.0,42.179845995204865,0.12316603105204443
ADAUSDT,long,2023-10-24 16:30:00,0.2803401,2023-10-24 18:20:00,0.27387585000000003,-15.548550970432382,-2.4145916950518136,stopped,strong_trend,85,1.8333333333333333,London Session + NY Session,97.0,32.607081770021075,0.13469890875234125
SOLUSDT,long,2023-10-25 13:25:00,33.0975405,2023-10-25 21:35:00,32.160807,-14.589383866875039,-2.938664252484267,stopped,strong_trend,88,8.166666666666666,London Session + NY Session,90.0,38.856814521296194,0.19539704646317213
APTUSDT,long,2023-10-25 18:45:00,6.7243604999999995,2023-10-26 06:05:00,6.62205156975,1.8853020661598268,0.38406709010945417,stopped,strong_trend,91,11.333333333333334,NY Session,93.0,34.379666936668556,0.21150138092828558
DOGEUSDT,long,2023-10-26 12:45:00,0.07419708,2023-10-26 13:45:00,0.07202190600000001,-10.743396328674844,-3.0400043267201196,stopped,strong_trend,89,1.0,London Session,95.0,34.80036736244791,0.13898386888648318
LINKUSDT,long,2023-10-30 10:05:00,11.373683999999999,2023-10-30 17:10:00,11.250080658,1.8905665632050823,0.21040871470538197,stopped,strong_trend,88,7.083333333333333,London Session,99.0,31.327210229465766,0.11923757035538196
SOLUSDT,long,2023-10-31 02:15:00,35.907945,2023-10-31 08:00:00,35.55488202750001,1.6890325845383911,0.16799232678155918,stopped,strong_trend,88,5.75,Asian Session,74.0,35.180312851781416,0.11026396749955138
APTUSDT,long,2023-11-01 21:25:00,7.2036,2023-11-02 05:10:00,6.9892038,-19.109392819739956,-3.084599951274356,stopped,strong_trend,85,7.75,NY Session,93.0,31.724130059532985,0.1577246249819009
AAVEUSDT,long,2023-11-02 05:15:00,99.00947999999998,2023-11-02 06:10:00,94.75215299999999,-20.731036575833382,-4.40755359804939,stopped,strong_trend,88,0.9166666666666666,Asian Session,99.0,44.95628418179489,0.2117637723952726
SOLUSDT,long,2023-11-10 16:30:00,50.8344045,2023-11-10 22:45:00,56.13291950000001,26.084190800047573,5.701342330522448,completed,strong_trend,97,6.25,London Session + NY Session,72.0,33.08698695646065,0.29823226670548936
SUIUSDT,long,2023-11-10 23:45:00,0.6171084,2023-11-11 00:50:00,0.59619321,-18.949440167468975,-3.4973605748195897,stopped,strong_trend,88,1.0833333333333333,Off-Hours,96.0,49.34295450881573,0.21422283726643784
SOLUSDT,long,2023-11-11 00:15:00,56.684327999999994,2023-11-11 01:50:00,54.657288,-18.794500999199933,-3.6840480649254457,stopped,strong_trend,88,1.5833333333333333,Asian Session,98.0,44.18163790343841,0.21818446702904706
APTUSDT,long,2023-11-16 07:30:00,7.978987499999999,2023-11-16 08:25:00,7.7982939,-19.126481581769877,-2.373372621150225,stopped,strong_trend,92,0.9166666666666666,Asian Session,98.0,32.513888321664844,0.08488753912395723
DOGEUSDT,long,2023-11-17 10:05:00,0.086153055,2023-11-17 11:20:00,0.083424492,-18.491456255020072,-3.2753692261406204,stopped,strong_trend,92,1.25,London Session,91.0,42.92583612436872,0.1594219929565923
