symbol,direction,entry_time,entry_price,exit_time,exit_price,pnl,pnl_percent,exit_reason,regime,score,duration_hours,entry_session,atr_percentile,adx_value,ema_slope
ADAUSDT,short,2025-06-03 21:00:00,0.6817589500000001,2025-06-04 01:00:00,0.69268199,-20.543330247402796,-1.7130662556024943,stopped,early_trend,85,4.0,NY Session,75.0,31.526246677741586,0.08117471167170612
DOGEUSDT,short,2025-06-03 21:15:00,0.19383303500000001,2025-06-04 03:15:00,0.19693673999999997,-20.54894690573973,-1.712106698556289,stopped,early_trend,88,6.0,NY Session,50.0,21.60653629269787,0.0741572758030806
SUIUSDT,short,2025-06-03 21:05:00,3.2769607,2025-06-05 19:15:00,3.03281565,58.38048311604305,4.867605422014983,completed,early_trend,87,46.166666666666664,NY Session,66.0,20.39685560587847,0.09542101154887393
UNIUSDT,long,2025-06-10 23:30:00,8.507251499999999,2025-06-11 00:40:00,8.434982324249999,-0.5423977410961562,-0.044899370873020594,stopped,early_trend,90,1.1666666666666667,Off-Hours,69.0,25.950199389745574,0.2867973884639604
AAVEUSDT,long,2025-06-11 14:05:00,313.446645,2025-06-11 17:50:00,308.43126,-16.072253543249943,-1.7091961050500255,stopped,early_trend,85,3.75,London Session + NY Session,64.0,32.70225023320928,0.1120041957294026
ZECUSDT,long,2025-06-11 15:15:00,51.08553,2025-06-11 18:15:00,50.268681,-20.06965776914995,-1.7081036764226538,stopped,early_trend,88,3.0,London Session + NY Session,75.0,33.602820085549595,0.09434636664992196
JUPUSDT,short,2025-06-12 16:35:00,0.4515741,2025-06-12 17:40:00,0.4588083499999999,-20.342945713924845,-1.7128883936213215,stopped,early_trend,89,1.0833333333333333,London Session + NY Session,71.0,25.180460889421266,0.07342644982113683
AAVEUSDT,long,2025-06-12 16:30:00,300.18001499999997,2025-06-12 19:45:00,297.6320774925,-0.4047172248287172,-0.0449416133214506,stopped,early_trend,91,3.25,London Session + NY Session,59.0,26.967857227798607,0.11372205165079172
VETUSDT,short,2025-06-14 18:50:00,0.021753118,2025-06-14 21:20:00,0.022101079,-20.13924583275214,-1.710471153376729,stopped,early_trend,92,2.5,NY Session,67.0,27.93230716325807,0.05000013484137307
RENDERUSDT,short,2025-06-14 17:15:00,3.3533225,2025-06-15 00:45:00,3.4070035999999995,-20.089747774249822,-1.7117136617488922,stopped,early_trend,92,7.5,NY Session,57.99999999999999,29.436926177559037,0.07562061784402974
ADAUSDT,short,2025-06-14 18:15:00,0.6214891,2025-06-15 04:45:00,0.63144081,-20.1324341843459,-1.7121493282022078,stopped,early_trend,90,10.5,NY Session,74.0,38.33585474759155,0.11151486258974841
FILUSDT,short,2025-06-14 17:05:00,2.4017985,2025-06-15 05:45:00,2.4402378,-20.099083362884922,-1.7113184126395218,stopped,early_trend,92,12.666666666666666,NY Session,56.00000000000001,25.960004492735543,0.04722626344201864
