symbol,direction,entry_time,entry_price,exit_time,exit_price,pnl,pnl_percent,exit_reason,regime,score,duration_hours,entry_session
ZECUSDT,long,2025-06-03 04:05:00,54.72735,2025-06-03 05:20:00,54.478641825,4.271518536663768,0.1696758542540894,stopped,trending,94,1.25,Asian Session
ZECUSDT,long,2025-06-03 05:25:00,54.657315,2025-06-03 06:05:00,54.190754999999996,-22.636336855500055,-0.9631399539110205,stopped,trending,86,0.6666666666666666,Asian Session
QNTUSDT,long,2025-06-03 18:20:00,114.13704,2025-06-03 18:30:00,112.90697999999999,-20.32401316500013,-1.187111748298369,stopped,trending,88,0.16666666666666666,NY Session
ADAUSDT,short,2025-06-03 20:30:00,0.67995985,2025-06-03 20:40:00,0.68584516,-22.524290352166734,-0.976013915453967,stopped,trending,87,0.16666666666666666,NY Session
AVAXUSDT,short,2025-06-04 14:45:00,20.842573500000004,2025-06-04 15:10:00,21.008988,-22.542510200174384,-0.9088746110214979,stopped,trending,92,0.4166666666666667,London Session + NY Session
ADAUSDT,short,2025-06-04 14:45:00,0.6840578,2025-06-04 15:15:00,0.68920852,-23.092524421159773,-0.8633797430567915,stopped,trending,92,0.5,London Session + NY Session
AAVEUSDT,long,2025-06-04 16:15:00,272.09597999999994,2025-06-04 17:15:00,269.21052000000003,-19.099071449999457,-1.1698734303240754,stopped,trending,92,1.0,London Session + NY Session
ETHUSDT,long,2025-06-04 16:40:00,2655.0268499999997,2025-06-04 17:30:00,2634.10326,-23.832611560499878,-0.8976410750987275,stopped,trending,92,0.8333333333333334,London Session + NY Session
QNTUSDT,long,2025-06-09 00:15:00,119.06950499999999,2025-06-09 00:50:00,118.41147,-23.659486087499946,-0.6623438438330606,stopped,trending,94,0.5833333333333334,Asian Session
DOGEUSDT,short,2025-06-09 05:15:00,0.1815092,2025-06-09 06:50:00,0.1820664846,0.9050310179493088,0.022772980369595963,stopped,trending,92,1.5833333333333333,Asian Session
LINKUSDT,short,2025-06-09 01:15:00,13.7221355,2025-06-09 09:35:00,13.735857635499999,18.52452356494766,0.5172313454607441,stopped,trending,92,8.333333333333334,Asian Session
QNTUSDT,long,2025-06-09 11:15:00,119.309625,2025-06-09 12:00:00,118.51137,-25.234935456410426,-0.7786937116347467,stopped,trending,87,0.75,London Session
XLMUSDT,short,2025-06-09 13:00:00,0.266896485,2025-06-09 14:45:00,0.26716338148499996,10.21628112210595,0.19835685253092866,stopped,trending,85,1.75,London Session + NY Session
JUPUSDT,short,2025-06-09 13:30:00,0.46606685000000003,2025-06-09 15:05:00,0.465833117474725,7.213857391987918,0.4159645181709438,stopped,trending,95,1.5833333333333333,London Session + NY Session
AAVEUSDT,long,2025-06-09 12:05:00,259.15951499999994,2025-06-09 18:30:00,265.98694,30.776725403381697,1.2976299656700128,completed,trending,88,6.416666666666667,London Session
XMRUSDT,short,2025-06-09 14:45:00,328.45569,2025-06-09 19:45:00,330.23274784499995,0.7394439570141609,0.035587046107392564,stopped,trending,85,5.0,London Session + NY Session
UNIUSDT,long,2025-06-10 09:45:00,7.199597999999999,2025-06-10 11:20:00,7.496449900000001,29.547042597686584,2.1046077207748506,completed,trending,93,1.5833333333333333,London Session
QNTUSDT,long,2025-06-10 12:20:00,123.31162499999999,2025-06-10 13:40:00,122.54814168749999,0.8522453587172913,0.05316395375208581,stopped,high_volatility,90,1.3333333333333333,London Session
AAVEUSDT,long,2025-06-10 13:30:00,312.06595500000003,2025-06-10 14:45:00,306.55314000000004,-17.559166506749968,-1.875582840252468,stopped,trending,92,1.25,London Session + NY Session
ZECUSDT,long,2025-06-10 15:35:00,52.056014999999995,2025-06-10 16:10:00,52.08196492347749,-0.8771270334516148,-0.060177417500004216,stopped,trending,92,0.5833333333333334,London Session + NY Session
UNIUSDT,long,2025-06-10 23:30:00,8.507251499999999,2025-06-11 00:40:00,8.442225074249999,6.080124543820198,0.47966379026271727,stopped,trending,90,1.1666666666666667,Off-Hours
TRXUSDT,long,2025-06-11 10:00:00,0.291575715,2025-06-11 10:40:00,0.2908067596425,-3.6673920134842124,-0.07075741266781325,stopped,trending,91,0.6666666666666666,London Session
QNTUSDT,long,2025-06-11 11:45:00,119.97995999999999,2025-06-11 13:45:00,119.85998004,15.694443865091758,0.6884677752189773,stopped,trending,92,2.0,London Session
ZECUSDT,long,2025-06-11 12:20:00,49.424699999999994,2025-06-11 14:10:00,51.130422,29.228019937140346,1.7393077655706766,completed,trending,92,1.8333333333333333,London Session
TRXUSDT,long,2025-06-11 13:15:00,0.29188587,2025-06-11 14:10:00,0.29052918,-26.678006758469902,-0.5745458927148457,stopped,trending,91,0.9166666666666666,London Session + NY Session
AAVEUSDT,long,2025-06-11 15:05:00,315.47765999999996,2025-06-11 16:10:00,310.86882,-14.859991691999788,-1.5701050159938204,stopped,trending,92,1.0833333333333333,London Session + NY Session
ZECUSDT,long,2025-06-11 15:00:00,51.055515,2025-06-11 17:50:00,50.444505,-20.00505033000001,-1.3060979034292386,stopped,trending,92,2.8333333333333335,London Session + NY Session
UNIUSDT,long,2025-06-12 12:50:00,7.853924999999999,2025-06-12 13:25:00,7.857840181612499,-0.92635269052795,-0.06017741750000796,stopped,trending,92,0.5833333333333334,London Session
XMRUSDT,short,2025-06-12 13:35:00,320.13985,2025-06-12 13:45:00,323.14282,-20.14065281099969,-1.0485340917414523,stopped,trending,92,0.16666666666666666,London Session + NY Session
ETHUSDT,long,2025-06-12 13:20:00,2738.44854,2025-06-12 15:45:00,2735.71009146,14.574502837139756,0.5322175174830839,stopped,trending,90,2.4166666666666665,London Session + NY Session
AAVEUSDT,long,2025-06-12 15:20:00,299.04945,2025-06-12 15:50:00,296.11359000000004,-19.579198031999606,-1.0911906616112936,stopped,trending,92,0.5,London Session + NY Session
DOGEUSDT,short,2025-06-12 16:05:00,0.18658666000000002,2025-06-12 16:25:00,0.18829811,-20.861968827056234,-1.027745833223005,stopped,trending,92,0.3333333333333333,London Session + NY Session
ALGOUSDT,short,2025-06-12 17:15:00,0.1907046,2025-06-12 18:20:00,0.18500245499999998,25.52878367987663,1.3525875456989582,completed,trending,92,1.0833333333333333,NY Session
AAVEUSDT,long,2025-06-12 16:30:00,300.18001499999997,2025-06-12 18:45:00,299.87983498499995,12.922644992258562,0.8609930272845487,stopped,trending,91,2.25,London Session + NY Session
DOGEUSDT,short,2025-06-12 18:55:00,0.187176365,2025-06-12 20:45:00,0.181720815,25.984548461535276,1.314122263112667,completed,trending,95,1.8333333333333333,NY Session
JUPUSDT,short,2025-06-14 07:25:00,0.41499240000000004,2025-06-14 07:45:00,0.4177573399999999,-23.28905373168115,-0.7766292483910264,stopped,trending,91,0.3333333333333333,Asian Session
